vendor_guid,object_type,title,description,friendly_description,display_name,calculation_method,calculation_int,parent_guids,workflow_state,mastery_points,ratings,,,,,,,,,
LING_020_SLO_1,outcome,LING 020 SLO 1. Critical Thinking - Demonstrate understanding of systems and functions of language,"Research significant areas and/or projects of interest to demonstrate understanding of the systems and functions of human language. 
",,LING 020 SLO 1. Critical Thinking - Demonstrate understanding of systems and functions of language,latest,,LING_020,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
LING_020_SLO_2,outcome,LING 020 SLO 2. Critical Thinking - Synthesize findings on certain aspects of language,"Analyze and interpret various aspects of language and synthesize research findings.
",,LING 020 SLO 2. Critical Thinking - Synthesize findings on certain aspects of language,latest,,LING_020,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_109_SLO_1,outcome,MA 109 SLO 1. Explain,Explain the components of an Electronic Medical Record.,,MA 109 SLO 1. Explain,latest,,MA_109,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_109_SLO_2,outcome,MA 109 SLO 2. Describe,Describe components of the Health Insurance Portability &amp; Accountability Act (HIPAA).,,MA 109 SLO 2. Describe,latest,,MA_109,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_110_SLO_1,outcome,MA 110 SLO 1. Use,Use computer practice management software to maintain patient demographic information and appointment scheduling.,,MA 110 SLO 1. Use,latest,,MA_110,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_110_SLO_2,outcome,MA 110 SLO 2. Process,Process medical billing and manage activities in medical insurance.,,MA 110 SLO 2. Process,latest,,MA_110,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_111A_SLO_1,outcome,MA 111A SLO 1. Describe,Describe the professional role of the medical assistant and the healthcare team.,,MA 111A SLO 1. Describe,latest,,MA_111A,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_111A_SLO_2,outcome,MA 111A SLO 2. Communicate,"Communicate effectively in a medical office setting using verbal, non-verbal, and therapeutic communication.",,MA 111A SLO 2. Communicate,latest,,MA_111A,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_111A_SLO_3,outcome,MA 111A SLO 3. Perform,"Perform ambulatory care administrative functions related to written communication, telephone techniques, scheduling appointments, and daily operations &amp; safety.",,MA 111A SLO 3. Perform,latest,,MA_111A,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_111B_SLO_1,outcome,MA 111B SLO 1. Describe,Describe the legal and healthcare laws for the medical office.,,MA 111B SLO 1. Describe,latest,,MA_111B,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_111B_SLO_2,outcome,MA 111B SLO 2. Perform,Perform maintenance on patient accounts using the practice management system.,,MA 111B SLO 2. Perform,latest,,MA_111B,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_111B_SLO_3,outcome,MA 111B SLO 3. Apply,Apply ethical and professional considerations in patient care.,,MA 111B SLO 3. Apply,latest,,MA_111B,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_122A_SLO_1,outcome,MA 122A SLO 1. Document,Document patient care accurately in the medical record.,,MA 122A SLO 1. Document,latest,,MA_122A,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_122A_SLO_2,outcome,MA 122A SLO 2. Apply,Apply the chain of infection process to the healthcare practice and describe the characteristics of pathogenic microorganisms.,,MA 122A SLO 2. Apply,latest,,MA_122A,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_122A_SLO_3,outcome,MA 122A SLO 3. Measure,Accurately measure and record vital signs.,,MA 122A SLO 3. Measure,latest,,MA_122A,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_122B_SLO_1,outcome,MA 122B SLO 1. Assist,Assist provider with patient exams.,,MA 122B SLO 1. Assist,latest,,MA_122B,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_122B_SLO_2,outcome,MA 122B SLO 2. Maintain,Maintain infection control protocols for treatment and procedures.,,MA 122B SLO 2. Maintain,latest,,MA_122B,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_122B_SLO_3,outcome,MA 122B SLO 3. Assist,Provide assistance within a sterile field to physician during a sterile procedure.,,MA 122B SLO 3. Assist,latest,,MA_122B,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_122C_SLO_1,outcome,MA 122C SLO 1. Identify,Identify the Medical Assistant's Role in assisting with medical specialties.,,MA 122C SLO 1. Identify,latest,,MA_122C,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_122C_SLO_2,outcome,MA 122C SLO 2. Explain,Explain health maintenance procedures to patients.,,MA 122C SLO 2. Explain,latest,,MA_122C,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_122C_SLO_3,outcome,MA 122C SLO 3. Execute,Execute treatment and procedures as directed by the Physician.,,MA 122C SLO 3. Execute,latest,,MA_122C,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_122C_SLO_4,outcome,MA 122C SLO 4. Assist,Assist with specialty examinations.,,MA 122C SLO 4. Assist,latest,,MA_122C,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_124_SLO_1,outcome,MA 124 SLO 1. Discuss,Discuss and explain the departments and regulatory categories established by the Clinical Laboratory Improvement Amendments (CLIA),,MA 124 SLO 1. Discuss,latest,,MA_124,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_124_SLO_2,outcome,MA 124 SLO 2. Perform,"Perform routine blood collection, capillary puncture, and other laboratory procedures.",,MA 124 SLO 2. Perform,latest,,MA_124,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_124_SLO_3,outcome,MA 124 SLO 3. Analyze,Analyze specimens while operating basic laboratory equipment according to OSHA standards,,MA 124 SLO 3. Analyze,latest,,MA_124,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_127_SLO_1,outcome,MA 127 SLO 1. Classify,Classify the various types of private and government sponsored insurance plans.,,MA 127 SLO 1. Classify,latest,,MA_127,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_127_SLO_2,outcome,MA 127 SLO 2. Perform,Perform diagnostic and procedural coding.,,MA 127 SLO 2. Perform,latest,,MA_127,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MA_127_SLO_3,outcome,MA 127 SLO 3. Identify,Identify the guidelines for completing an insurance claim form.,,MA 127 SLO 3. Identify,latest,,MA_127,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_101_SLO_1,outcome,MACH 101 SLO 1. Describe,Describe major components of the vertical mill and lathe machines as it relates to operational control.,,MACH 101 SLO 1. Describe,latest,,MACH_101,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_101_SLO_2,outcome,MACH 101 SLO 2. Demonstrate,Demonstrate concepts involving principles of orthographic projection used with technical drawings to machine projects.,,MACH 101 SLO 2. Demonstrate,latest,,MACH_101,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_101_SLO_3,outcome,MACH 101 SLO 3. Calculate,Calculate outcomes to inspect machined projects to validate proper tolerances per technical drawings using semi-precision measuring techniques.,,MACH 101 SLO 3. Calculate,latest,,MACH_101,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_102_SLO_1,outcome,MACH 102 SLO 1. Analyze,Analyze advanced techniques on the vertical mill and lathe machines as it relates to operational control.,,MACH 102 SLO 1. Analyze,latest,,MACH_102,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_102_SLO_2,outcome,MACH 102 SLO 2. Critique,Critique principles of orthographic projection used with technical drawings to develop a project process plan worksheet.,,MACH 102 SLO 2. Critique,latest,,MACH_102,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_102_SLO_3,outcome,MACH 102 SLO 3. Produce,Produce projects and use advanced inspection methods to validate proper tolerances per technical drawings using precision measuring techniques.,,MACH 102 SLO 3. Produce,latest,,MACH_102,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_110_SLO_1,outcome,MACH 110 SLO 1. Critical Thinking,"Identify and interpret title block information, line types and their uses, and tolerances. ",,MACH 110 SLO 1. Critical Thinking,latest,,MACH_110,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_110_SLO_2,outcome,MACH 110 SLO 2. Critical Thinking,Describe the principles of orthographic projection including basic symbols and notation used on technical drawings. ,,MACH 110 SLO 2. Critical Thinking,latest,,MACH_110,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_110_SLO_3,outcome,MACH 110 SLO 3. Critical Thinking,Evaluate concepts related to technical print reading.,,MACH 110 SLO 3. Critical Thinking,latest,,MACH_110,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_111_SLO_1,outcome,MACH 111 SLO 1. Define,Define key terms and major concepts of geometric dimensioning and tolerancing. ,,MACH 111 SLO 1. Define,latest,,MACH_111,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_111_SLO_2,outcome,MACH 111 SLO 2. Evaluate,"Evaluate application problems and determine how dimensions and tolerances influence the role of function, production and inspection cost of a part. ",,MACH 111 SLO 2. Evaluate,latest,,MACH_111,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_111_SLO_3,outcome,MACH 111 SLO 3. Apply,Apply engineering drawing standards and compliance requirements.,,MACH 111 SLO 3. Apply,latest,,MACH_111,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_120_SLO_1,outcome,MACH 120 SLO 1. Design,Design and generate 2D and 3D solid geometry.,,MACH 120 SLO 1. Design,latest,,MACH_120,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_120_SLO_2,outcome,MACH 120 SLO 2. Create,"Create of toolpath operations such as drilling, tapping, contouring, circle milling and slot milling.",,MACH 120 SLO 2. Create,latest,,MACH_120,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_120_SLO_3,outcome,MACH 120 SLO 3. Apply,"Apply concepts of toolpath creations, verification and G-Code generation.",,MACH 120 SLO 3. Apply,latest,,MACH_120,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_121_SLO_1,outcome,MACH 121 SLO 1. Analyze,Analyze machinability as it relates to suggested fixtures and tool setups.,,MACH 121 SLO 1. Analyze,latest,,MACH_121,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_121_SLO_2,outcome,MACH 121 SLO 2. Compare,"Compare surface geometry, surface finish and roughing toolpaths",,MACH 121 SLO 2. Compare,latest,,MACH_121,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_121_SLO_3,outcome,MACH 121 SLO 3. Generate,Generate advanced surface high speed toolpaths and STL creations for use in solid model verification.,,MACH 121 SLO 3. Generate,latest,,MACH_121,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_130_SLO_1,outcome,MACH 130 SLO 1. Identify,Identify and describe different CNC machine operations and controls including basic G- and M-codes for CNC milling.,,MACH 130 SLO 1. Identify,latest,,MACH_130,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_130_SLO_2,outcome,MACH 130 SLO 2. Demonstrate,Demonstrate an understanding of the uses of workholding devices and toolholding devices for CNC milling.,,MACH 130 SLO 2. Demonstrate,latest,,MACH_130,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_130_SLO_3,outcome,MACH 130 SLO 3. Apply,Apply techniques in CNC basic machine operations.,,MACH 130 SLO 3. Apply,latest,,MACH_130,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_131_SLO_1,outcome,MACH 131 SLO 1. Demonstrate,Demonstrate an advanced understanding of CNC machine modes and controls.,,MACH 131 SLO 1. Demonstrate,latest,,MACH_131,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_131_SLO_2,outcome,MACH 131 SLO 2. Discuss,Discuss program prove-out procedures for CNC milling.,,MACH 131 SLO 2. Discuss,latest,,MACH_131,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_131_SLO_3,outcome,MACH 131 SLO 3. Apply,"Apply advanced techniques in CNC milling processes such as face milling, slotting, pocketing, holemaking, contouring, and 3D surfacing.",,MACH 131 SLO 3. Apply,latest,,MACH_131,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_135_SLO_1,outcome,MACH 135 SLO 1. Identify,"Identify and describe basic operations, definitions of terms and concepts on CNC turning machines.",,MACH 135 SLO 1. Identify,latest,,MACH_135,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_135_SLO_2,outcome,MACH 135 SLO 2. Apply,"Apply tool setup strategies for tool types, tool offsets, tip radius and modifiers.",,MACH 135 SLO 2. Apply,latest,,MACH_135,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_135_SLO_3,outcome,MACH 135 SLO 3. Operate,Operate 2-axis operations on a CNC turning machining in DRO mode and program modes.,,MACH 135 SLO 3. Operate,latest,,MACH_135,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_136_SLO_1,outcome,MACH 136 SLO 1. Analyze,Analyze advanced CAM and G-code programing. ,,MACH 136 SLO 1. Analyze,latest,,MACH_136,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_136_SLO_2,outcome,MACH 136 SLO 2. Demonstrate,"Demonstrate an advanced understanding of work-holding devices, tool-holding and tool-mounting devises. ",,MACH 136 SLO 2. Demonstrate,latest,,MACH_136,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MACH_136_SLO_3,outcome,MACH 136 SLO 3. Evaluate,Evaluate and verify part tolerance using precise measurement techniques.,,MACH 136 SLO 3. Evaluate,latest,,MACH_136,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_003_SLO_1,outcome,MATH 003 SLO 1. Functions ,Explore functions and their properties.,,MATH 003 SLO 1. Functions ,latest,,MATH_003,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_003_SLO_2,outcome,MATH 003 SLO 2. Polynomial and Rational,Analyze polynomial and rational functions.,,MATH 003 SLO 2. Polynomial and Rational,latest,,MATH_003,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_003_SLO_3,outcome,MATH 003 SLO 3. Logarithmic and Exponential,Analyze logarithmic and exponential functions.,,MATH 003 SLO 3. Logarithmic and Exponential,latest,,MATH_003,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_003_SLO_4,outcome,MATH 003 SLO 4. Equations and Inequalities,Investigate equations and inequalities.,,MATH 003 SLO 4. Equations and Inequalities,latest,,MATH_003,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_003_SLO_5,outcome,MATH 003 SLO 5. Conic Sections,Investigate conic sections.,,MATH 003 SLO 5. Conic Sections,latest,,MATH_003,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_003_SLO_6,outcome,MATH 003 SLO 6. Sequences and Series,Examine properties of sequences and series.,,MATH 003 SLO 6. Sequences and Series,latest,,MATH_003,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005_SLO_1,outcome,MATH 005A SLO 1. Compute and prove limits,Compute limits using limit laws and appropriate theorems; prove limits using the rigorous definition of limit.,,MATH 005A SLO 1. Compute and prove limits,latest,,MATH_005,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005_SLO_2,outcome,MATH 005A SLO 2. Analyze and apply continuity to problems,Analyze continuity and related problems and theorems.,,MATH 005A SLO 2. Analyze and apply continuity to problems,latest,,MATH_005,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005_SLO_3,outcome,MATH 005A SLO 3. Calculate derivatives and integrals,Use the definition and apply the properties of differentiation and integration to calculate derivatives and integrals.,,MATH 005A SLO 3. Calculate derivatives and integrals,latest,,MATH_005,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005_SLO_4,outcome,MATH 005 SLO 4. Analyze and apply the Fundamental Theorem of Calculus,Analyze the relationship between differential and integral calculus and apply the Fundamental Theorem of Calculus.,,MATH 005 SLO 4. Analyze and apply the Fundamental Theorem of Calculus,latest,,MATH_005,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005_SLO_5,outcome,MATH 005A SLO 5. Apply calculus to solve problems and graph functions,Solve various application problems and graph functions using calculus techniques.,,MATH 005A SLO 5. Apply calculus to solve problems and graph functions,latest,,MATH_005,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005AH_SLO_1,outcome,MATH 005AH SLO 1. Compute and prove limits,Compute limits using limit laws and appropriate theorems; prove limits using the rigorous definition of limit.,,MATH 005AH SLO 1. Compute and prove limits,latest,,MATH_005AH,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005AH_SLO_2,outcome,MATH 005AH SLO 2. Analyze and apply continuity to problems.,Analyze continuity and related problems and theorems.,,MATH 005AH SLO 2. Analyze and apply continuity to problems.,latest,,MATH_005AH,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005AH_SLO_3,outcome,MATH 005AH SLO 3. Calculate derivatives and integrals,Use the definition and apply the properties of differentiation and integration to calculate derivatives and integrals.,,MATH 005AH SLO 3. Calculate derivatives and integrals,latest,,MATH_005AH,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005AH_SLO_4,outcome,MATH 005AH SLO 4. Analyze and apply the Fundamental Theorem of Calculus,Analyze the relationship between differential and integral calculus and apply the Fundamental Theorem of Calculus.,,MATH 005AH SLO 4. Analyze and apply the Fundamental Theorem of Calculus,latest,,MATH_005AH,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005AH_SLO_5,outcome,MATH 005AH SLO 5. Apply calculus to solve problems and graph functions,Solve various application problems and graph functions using calculus techniques.,,MATH 005AH SLO 5. Apply calculus to solve problems and graph functions,latest,,MATH_005AH,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005B_SLO_1,outcome,MATH 005B SLO 1. Differentiate,Differentiate and integrate transcendental functions; evaluate limits in indeterminate form.,,MATH 005B SLO 1. Differentiate,latest,,MATH_005B,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005B_SLO_2,outcome,MATH 005B SLO 2. Select,Select appropriate techniques and correctly perform a specific integration.,,MATH 005B SLO 2. Select,latest,,MATH_005B,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005B_SLO_3,outcome,MATH 005B SLO 3. Applications of Integration,Solve application problems involving integration. ,,MATH 005B SLO 3. Applications of Integration,latest,,MATH_005B,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005B_SLO_4,outcome,MATH 005B SLO 4. Parametric and polar equations,Perform differentiation and integration on parametric and polar curves. ,,MATH 005B SLO 4. Parametric and polar equations,latest,,MATH_005B,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005B_SLO_5,outcome,MATH 005B SLO 5. Represent,"Represent functions as power series, test these power series for convergence, and use the theory of power series in applications.",,MATH 005B SLO 5. Represent,latest,,MATH_005B,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005BH_SLO_1,outcome,MATH 005BH SLO 1. Evaluate,Differentiate and integrate transcendental functions; evaluate limits in indeterminate form.,,MATH 005BH SLO 1. Evaluate,latest,,MATH_005BH,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005BH_SLO_2,outcome,MATH 005BH SLO 2. Integrate,Select appropriate techniques and correctly perform a specific integration.,,MATH 005BH SLO 2. Integrate,latest,,MATH_005BH,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005BH_SLO_3,outcome,MATH 005BH SLO 3. Solve,Solve application problems involving integration.,,MATH 005BH SLO 3. Solve,latest,,MATH_005BH,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005BH_SLO_4,outcome,MATH 005BH SLO 4. Perform,Perform differentiation and integration on parametric and polar curves.,,MATH 005BH SLO 4. Perform,latest,,MATH_005BH,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_005BH_SLO_5,outcome,MATH 005BH SLO 5. Represent,"Represent functions as power series, test these power series for convergence, and use the theory of power series in applications.",,MATH 005BH SLO 5. Represent,latest,,MATH_005BH,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_006A_SLO_1,outcome,MATH 006A SLO 1. Calculation tools,Explore data and graphs using technology.,,MATH 006A SLO 1. Calculation tools,latest,,MATH_006A,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_006A_SLO_2,outcome,MATH 006A SLO 2. Limits,Analyze the limiting behavior of functions.,,MATH 006A SLO 2. Limits,latest,,MATH_006A,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_006A_SLO_3,outcome,MATH 006A SLO 3. Differentiation,Use differentiation techniques to find derivatives.,,MATH 006A SLO 3. Differentiation,latest,,MATH_006A,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_006A_SLO_4,outcome,MATH 006A SLO 4. Analysis of graphs,Apply differentiation techniques to analyze graphical behavior.,,MATH 006A SLO 4. Analysis of graphs,latest,,MATH_006A,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_006A_SLO_5,outcome,MATH 006A SLO 5. Calculus applications,Model and solve applications using numerical and differential calculus techniques.,,MATH 006A SLO 5. Calculus applications,latest,,MATH_006A,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_008_SLO_1,outcome,MATH 008 SLO 1. Trigonometric Functions,Analyze trigonometric functions.,,MATH 008 SLO 1. Trigonometric Functions,latest,,MATH_008,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_008_SLO_2,outcome,MATH 008 SLO 2. Trigonometric Equations,"Investigate trigonometric equations, including general and specific solutions.",,MATH 008 SLO 2. Trigonometric Equations,latest,,MATH_008,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_008_SLO_3,outcome,MATH 008 SLO 3. Polar Coordinates,Analyze equations and expressions using polar coordinates.,,MATH 008 SLO 3. Polar Coordinates,latest,,MATH_008,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_008_SLO_4,outcome,MATH 008 SLO 4. Vectors,Analyze vectors.,,MATH 008 SLO 4. Vectors,latest,,MATH_008,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_008_SLO_5,outcome,MATH 008 SLO 5. Identities,Prove trigonometric and algebraic identities.,,MATH 008 SLO 5. Identities,latest,,MATH_008,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_008_SLO_6,outcome,MATH 008 SLO 6. Applications,Examine application problems.,,MATH 008 SLO 6. Applications,latest,,MATH_008,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_008_SLO_7,outcome,MATH 008 SLO 7. Equations,Explore matrix equations and algebraic equations.,,MATH 008 SLO 7. Equations,latest,,MATH_008,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_009_SLO_1,outcome,MATH 009 SLO 1. Algebraic Equations and Inequalities ,"Solve equations and inequalities by applying the definitions and laws of algebra, and performing algebraic operations.",,MATH 009 SLO 1. Algebraic Equations and Inequalities ,latest,,MATH_009,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_009_SLO_2,outcome,MATH 009 SLO 2. Trigonometric Equations and Inequalities,"Solve equations and inequalities by applying the trigonometric identities, and performing trigonometric operations.",,MATH 009 SLO 2. Trigonometric Equations and Inequalities,latest,,MATH_009,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_009_SLO_3,outcome,MATH 009 SLO 3. Algebraic and Trigonometric Applications,Set up a model and solve application problems by applying algebraic and trigonometric concepts.,,MATH 009 SLO 3. Algebraic and Trigonometric Applications,latest,,MATH_009,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_009_SLO_4,outcome,MATH 009 SLO 4. Function Analysis,"Analyze and graph algebraic, trigonometric and transcendental functions and their inverses and relations and their transformations in polar and Cartesian coordinates.",,MATH 009 SLO 4. Function Analysis,latest,,MATH_009,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_009_SLO_5,outcome,MATH 009 SLO 5. Sequence and Series Analysis,Analyze various types of sequences and series.,,MATH 009 SLO 5. Sequence and Series Analysis,latest,,MATH_009,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_009_SLO_6,outcome,MATH 009 SLO 6. Systems of Equations,Solve systems of equations of several variables using various methods.,,MATH 009 SLO 6. Systems of Equations,latest,,MATH_009,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_010_SLO_1,outcome,MATH 010 SLO 1. Vector Analysis,"Perform operations on vectors, and prove the properties of these operations.",,MATH 010 SLO 1. Vector Analysis,latest,,MATH_010,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_010_SLO_2,outcome,MATH 010 SLO 2. Solving Equations,Solve a system of linear equations in several unknowns.,,MATH 010 SLO 2. Solving Equations,latest,,MATH_010,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_010_SLO_3,outcome,MATH 010 SLO 3. Critical Thinking,Analyze a linear transformation from one vector space to another.,,MATH 010 SLO 3. Critical Thinking,latest,,MATH_010,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_010_SLO_4,outcome,MATH 010 SLO 4. Quantitative Reasoning,Investigate the eigentheory of a square matrix.,,MATH 010 SLO 4. Quantitative Reasoning,latest,,MATH_010,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_010_SLO_5,outcome,MATH 010 SLO 5. Critical Thinking,"Prove theorems connecting various concepts in Linear Algebra, using appropriate mathematical vocabulary and proof-writing techniques.",,MATH 010 SLO 5. Critical Thinking,latest,,MATH_010,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_010H_SLO_1,outcome,MATH 010H SLO 1. Vector Analysis,"Perform operations on vectors, and prove the properties of these operations.",,MATH 010H SLO 1. Vector Analysis,latest,,MATH_010H,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_010H_SLO_2,outcome,MATH 010H SLO 2. Solving Equations,Solve a system of linear equations in several unknowns.,,MATH 010H SLO 2. Solving Equations,latest,,MATH_010H,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_010H_SLO_3,outcome,MATH 010H SLO 3. Critical Thinking,Analyze a linear transformation from one vector space to another.,,MATH 010H SLO 3. Critical Thinking,latest,,MATH_010H,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
MATH_010H_SLO_4,outcome,MATH 010H SLO 4. Quantitative Reasoning,Investigate the eigentheory of a square matrix.,,MATH 010H SLO 4. Quantitative Reasoning,latest,,MATH_010H,active,3,4,Exceeded,3,Met,2,Partially Met,1,Not Met,,
